id,label,gender,age,mask,path,is_valid
4825,7,0,1,1,/opt/ml/input/data/train/images/001395_male_Asian_59/incorrect_mask.jpg,0
4826,1,0,1,0,/opt/ml/input/data/train/images/001395_male_Asian_59/mask3.jpg,0
4827,1,0,1,0,/opt/ml/input/data/train/images/001395_male_Asian_59/mask1.jpg,0
4828,1,0,1,0,/opt/ml/input/data/train/images/001395_male_Asian_59/mask2.jpg,0
4829,1,0,1,0,/opt/ml/input/data/train/images/001395_male_Asian_59/mask5.jpg,0
4830,1,0,1,0,/opt/ml/input/data/train/images/001396_male_Asian_45/mask4.jpg,0
4831,13,0,1,2,/opt/ml/input/data/train/images/001396_male_Asian_45/normal.jpg,0
4832,7,0,1,1,/opt/ml/input/data/train/images/001396_male_Asian_45/incorrect_mask.jpg,0
4833,1,0,1,0,/opt/ml/input/data/train/images/001396_male_Asian_45/mask3.jpg,0
4834,1,0,1,0,/opt/ml/input/data/train/images/001396_male_Asian_45/mask1.jpg,0
4835,1,0,1,0,/opt/ml/input/data/train/images/001396_male_Asian_45/mask2.jpg,0
4836,1,0,1,0,/opt/ml/input/data/train/images/001396_male_Asian_45/mask5.jpg,0
4837,1,0,1,0,/opt/ml/input/data/train/images/001401_male_Asian_48/mask4.jpg,0
4838,13,0,1,2,/opt/ml/input/data/train/images/001401_male_Asian_48/normal.jpg,0
4839,7,0,1,1,/opt/ml/input/data/train/images/001401_male_Asian_48/incorrect_mask.jpg,0
4840,1,0,1,0,/opt/ml/input/data/train/images/001401_male_Asian_48/mask3.jpg,0
4841,1,0,1,0,/opt/ml/input/data/train/images/001401_male_Asian_48/mask1.jpg,0
4842,1,0,1,0,/opt/ml/input/data/train/images/001401_male_Asian_48/mask2.jpg,0
4843,1,0,1,0,/opt/ml/input/data/train/images/001401_male_Asian_48/mask5.jpg,0
4844,0,0,0,0,/opt/ml/input/data/train/images/001403_male_Asian_18/mask4.jpg,0
4845,12,0,0,2,/opt/ml/input/data/train/images/001403_male_Asian_18/normal.jpg,0
4846,6,0,0,1,/opt/ml/input/data/train/images/001403_male_Asian_18/incorrect_mask.jpg,0
4847,0,0,0,0,/opt/ml/input/data/train/images/001403_male_Asian_18/mask3.jpg,0
4848,0,0,0,0,/opt/ml/input/data/train/images/001403_male_Asian_18/mask1.jpg,0
4849,0,0,0,0,/opt/ml/input/data/train/images/001403_male_Asian_18/mask2.jpg,0
4850,0,0,0,0,/opt/ml/input/data/train/images/001403_male_Asian_18/mask5.jpg,0
4851,1,0,1,0,/opt/ml/input/data/train/images/001405_male_Asian_55/mask4.jpg,0
4852,13,0,1,2,/opt/ml/input/data/train/images/001405_male_Asian_55/normal.jpg,0
4853,7,0,1,1,/opt/ml/input/data/train/images/001405_male_Asian_55/incorrect_mask.jpg,0
4854,1,0,1,0,/opt/ml/input/data/train/images/001405_male_Asian_55/mask3.jpg,0
4855,1,0,1,0,/opt/ml/input/data/train/images/001405_male_Asian_55/mask1.jpg,0
4856,1,0,1,0,/opt/ml/input/data/train/images/001405_male_Asian_55/mask2.jpg,0
4857,1,0,1,0,/opt/ml/input/data/train/images/001405_male_Asian_55/mask5.jpg,0
4858,1,0,1,0,/opt/ml/input/data/train/images/001406_male_Asian_57/mask4.jpg,0
4859,13,0,1,2,/opt/ml/input/data/train/images/001406_male_Asian_57/normal.jpg,0
4860,7,0,1,1,/opt/ml/input/data/train/images/001406_male_Asian_57/incorrect_mask.jpg,0
4861,1,0,1,0,/opt/ml/input/data/train/images/001406_male_Asian_57/mask3.jpg,0
4862,1,0,1,0,/opt/ml/input/data/train/images/001406_male_Asian_57/mask1.jpg,0
4863,1,0,1,0,/opt/ml/input/data/train/images/001406_male_Asian_57/mask2.jpg,0
4864,1,0,1,0,/opt/ml/input/data/train/images/001406_male_Asian_57/mask5.jpg,0
4865,1,0,1,0,/opt/ml/input/data/train/images/001407_male_Asian_43/mask4.jpg,-100
4866,13,0,1,2,/opt/ml/input/data/train/images/001407_male_Asian_43/normal.jpg,1
4867,7,0,1,1,/opt/ml/input/data/train/images/001407_male_Asian_43/incorrect_mask.jpg,1
4868,1,0,1,0,/opt/ml/input/data/train/images/001407_male_Asian_43/mask3.jpg,1
4869,1,0,1,0,/opt/ml/input/data/train/images/001407_male_Asian_43/mask1.jpg,-100
4870,1,0,1,0,/opt/ml/input/data/train/images/001407_male_Asian_43/mask2.jpg,-100
4871,1,0,1,0,/opt/ml/input/data/train/images/001407_male_Asian_43/mask5.jpg,-100
4872,1,0,1,0,/opt/ml/input/data/train/images/001409_male_Asian_41/mask4.jpg,0
4873,13,0,1,2,/opt/ml/input/data/train/images/001409_male_Asian_41/normal.jpg,0
4874,7,0,1,1,/opt/ml/input/data/train/images/001409_male_Asian_41/incorrect_mask.jpg,0
4875,1,0,1,0,/opt/ml/input/data/train/images/001409_male_Asian_41/mask3.jpg,0
4876,1,0,1,0,/opt/ml/input/data/train/images/001409_male_Asian_41/mask1.jpg,0
4877,1,0,1,0,/opt/ml/input/data/train/images/001409_male_Asian_41/mask2.jpg,0
4878,1,0,1,0,/opt/ml/input/data/train/images/001409_male_Asian_41/mask5.jpg,0
4879,0,0,0,0,/opt/ml/input/data/train/images/001411_male_Asian_26/mask4.jpg,0
4880,12,0,0,2,/opt/ml/input/data/train/images/001411_male_Asian_26/normal.jpg,0
4881,6,0,0,1,/opt/ml/input/data/train/images/001411_male_Asian_26/incorrect_mask.jpg,0
4882,0,0,0,0,/opt/ml/input/data/train/images/001411_male_Asian_26/mask3.jpg,0
4883,0,0,0,0,/opt/ml/input/data/train/images/001411_male_Asian_26/mask1.jpg,0
4884,0,0,0,0,/opt/ml/input/data/train/images/001411_male_Asian_26/mask2.jpg,0
4885,0,0,0,0,/opt/ml/input/data/train/images/001411_male_Asian_26/mask5.jpg,0
4886,1,0,1,0,/opt/ml/input/data/train/images/001412_male_Asian_50/mask4.jpg,0
4887,13,0,1,2,/opt/ml/input/data/train/images/001412_male_Asian_50/normal.jpg,0
4888,7,0,1,1,/opt/ml/input/data/train/images/001412_male_Asian_50/incorrect_mask.jpg,0
4889,1,0,1,0,/opt/ml/input/data/train/images/001412_male_Asian_50/mask3.jpg,0
4890,1,0,1,0,/opt/ml/input/data/train/images/001412_male_Asian_50/mask1.jpg,0
4891,1,0,1,0,/opt/ml/input/data/train/images/001412_male_Asian_50/mask2.jpg,0
4892,1,0,1,0,/opt/ml/input/data/train/images/001412_male_Asian_50/mask5.jpg,0
4893,1,0,1,0,/opt/ml/input/data/train/images/001413_male_Asian_57/mask4.jpg,1
4894,13,0,1,2,/opt/ml/input/data/train/images/001413_male_Asian_57/normal.jpg,1
4895,7,0,1,1,/opt/ml/input/data/train/images/001413_male_Asian_57/incorrect_mask.jpg,1
4896,1,0,1,0,/opt/ml/input/data/train/images/001413_male_Asian_57/mask3.jpg,-100
4897,1,0,1,0,/opt/ml/input/data/train/images/001413_male_Asian_57/mask1.jpg,-100
4898,1,0,1,0,/opt/ml/input/data/train/images/001413_male_Asian_57/mask2.jpg,-100
4899,1,0,1,0,/opt/ml/input/data/train/images/001413_male_Asian_57/mask5.jpg,-100
4900,1,0,1,0,/opt/ml/input/data/train/images/001417_male_Asian_58/mask4.jpg,0
4901,13,0,1,2,/opt/ml/input/data/train/images/001417_male_Asian_58/normal.jpg,0
4902,7,0,1,1,/opt/ml/input/data/train/images/001417_male_Asian_58/incorrect_mask.jpg,0
4903,1,0,1,0,/opt/ml/input/data/train/images/001417_male_Asian_58/mask3.jpg,0
4904,1,0,1,0,/opt/ml/input/data/train/images/001417_male_Asian_58/mask1.jpg,0
4905,1,0,1,0,/opt/ml/input/data/train/images/001417_male_Asian_58/mask2.jpg,0
4906,1,0,1,0,/opt/ml/input/data/train/images/001417_male_Asian_58/mask5.jpg,0
4907,1,0,1,0,/opt/ml/input/data/train/images/001418_male_Asian_59/mask4.jpg,0
4908,13,0,1,2,/opt/ml/input/data/train/images/001418_male_Asian_59/normal.jpg,0
4909,7,0,1,1,/opt/ml/input/data/train/images/001418_male_Asian_59/incorrect_mask.jpg,0
4910,1,0,1,0,/opt/ml/input/data/train/images/001418_male_Asian_59/mask3.jpg,0
4911,1,0,1,0,/opt/ml/input/data/train/images/001418_male_Asian_59/mask1.jpg,0
4912,1,0,1,0,/opt/ml/input/data/train/images/001418_male_Asian_59/mask2.jpg,0
4913,1,0,1,0,/opt/ml/input/data/train/images/001418_male_Asian_59/mask5.jpg,0
4914,1,0,1,0,/opt/ml/input/data/train/images/001419_male_Asian_59/mask4.jpg,0
4915,13,0,1,2,/opt/ml/input/data/train/images/001419_male_Asian_59/normal.jpg,0
4916,7,0,1,1,/opt/ml/input/data/train/images/001419_male_Asian_59/incorrect_mask.jpg,0
4917,1,0,1,0,/opt/ml/input/data/train/images/001419_male_Asian_59/mask3.jpg,0
4918,1,0,1,0,/opt/ml/input/data/train/images/001419_male_Asian_59/mask1.jpg,0
4919,1,0,1,0,/opt/ml/input/data/train/images/001419_male_Asian_59/mask2.jpg,0
4920,1,0,1,0,/opt/ml/input/data/train/images/001419_male_Asian_59/mask5.jpg,0
4921,1,0,1,0,/opt/ml/input/data/train/images/001420_male_Asian_49/mask4.jpg,-100
4922,13,0,1,2,/opt/ml/input/data/train/images/001420_male_Asian_49/normal.jpg,1
4923,7,0,1,1,/opt/ml/input/data/train/images/001420_male_Asian_49/incorrect_mask.jpg,1
4924,1,0,1,0,/opt/ml/input/data/train/images/001420_male_Asian_49/mask3.jpg,-100
4925,1,0,1,0,/opt/ml/input/data/train/images/001420_male_Asian_49/mask1.jpg,-100
4926,1,0,1,0,/opt/ml/input/data/train/images/001420_male_Asian_49/mask2.jpg,-100
4927,1,0,1,0,/opt/ml/input/data/train/images/001420_male_Asian_49/mask5.jpg,1
4928,1,0,1,0,/opt/ml/input/data/train/images/001422_male_Asian_58/mask4.jpg,0
4929,13,0,1,2,/opt/ml/input/data/train/images/001422_male_Asian_58/normal.jpg,0
4930,7,0,1,1,/opt/ml/input/data/train/images/001422_male_Asian_58/incorrect_mask.jpg,0
4931,1,0,1,0,/opt/ml/input/data/train/images/001422_male_Asian_58/mask3.jpg,0
4932,1,0,1,0,/opt/ml/input/data/train/images/001422_male_Asian_58/mask1.jpg,0
4933,1,0,1,0,/opt/ml/input/data/train/images/001422_male_Asian_58/mask2.jpg,0
4934,1,0,1,0,/opt/ml/input/data/train/images/001422_male_Asian_58/mask5.jpg,0
4935,1,0,1,0,/opt/ml/input/data/train/images/001423_male_Asian_53/mask4.jpg,0
4936,13,0,1,2,/opt/ml/input/data/train/images/001423_male_Asian_53/normal.jpg,0
4937,7,0,1,1,/opt/ml/input/data/train/images/001423_male_Asian_53/incorrect_mask.jpg,0
4938,1,0,1,0,/opt/ml/input/data/train/images/001423_male_Asian_53/mask3.jpg,0
4939,1,0,1,0,/opt/ml/input/data/train/images/001423_male_Asian_53/mask1.jpg,0
4940,1,0,1,0,/opt/ml/input/data/train/images/001423_male_Asian_53/mask2.jpg,0
4941,1,0,1,0,/opt/ml/input/data/train/images/001423_male_Asian_53/mask5.jpg,0
4942,1,0,1,0,/opt/ml/input/data/train/images/001424_male_Asian_55/mask4.jpg,0
4943,13,0,1,2,/opt/ml/input/data/train/images/001424_male_Asian_55/normal.jpg,0
4944,7,0,1,1,/opt/ml/input/data/train/images/001424_male_Asian_55/incorrect_mask.jpg,0
4945,1,0,1,0,/opt/ml/input/data/train/images/001424_male_Asian_55/mask3.jpg,0
4946,1,0,1,0,/opt/ml/input/data/train/images/001424_male_Asian_55/mask1.jpg,0
4947,1,0,1,0,/opt/ml/input/data/train/images/001424_male_Asian_55/mask2.jpg,0
4948,1,0,1,0,/opt/ml/input/data/train/images/001424_male_Asian_55/mask5.jpg,0
4949,1,0,1,0,/opt/ml/input/data/train/images/001430_male_Asian_52/mask4.jpg,0
4950,13,0,1,2,/opt/ml/input/data/train/images/001430_male_Asian_52/normal.jpg,0
4951,7,0,1,1,/opt/ml/input/data/train/images/001430_male_Asian_52/incorrect_mask.jpg,0
4952,1,0,1,0,/opt/ml/input/data/train/images/001430_male_Asian_52/mask3.jpg,0
4953,1,0,1,0,/opt/ml/input/data/train/images/001430_male_Asian_52/mask1.jpg,0
4954,1,0,1,0,/opt/ml/input/data/train/images/001430_male_Asian_52/mask2.jpg,0
4955,1,0,1,0,/opt/ml/input/data/train/images/001430_male_Asian_52/mask5.jpg,0
4956,1,0,1,0,/opt/ml/input/data/train/images/001432_male_Asian_53/mask4.jpg,0
4957,13,0,1,2,/opt/ml/input/data/train/images/001432_male_Asian_53/normal.jpg,0
4958,7,0,1,1,/opt/ml/input/data/train/images/001432_male_Asian_53/incorrect_mask.jpg,0
4959,1,0,1,0,/opt/ml/input/data/train/images/001432_male_Asian_53/mask3.jpg,0
4960,1,0,1,0,/opt/ml/input/data/train/images/001432_male_Asian_53/mask1.jpg,0
4961,1,0,1,0,/opt/ml/input/data/train/images/001432_male_Asian_53/mask2.jpg,0
4962,1,0,1,0,/opt/ml/input/data/train/images/001432_male_Asian_53/mask5.jpg,0
4963,1,0,1,0,/opt/ml/input/data/train/images/001433_male_Asian_52/mask4.jpg,0
4964,13,0,1,2,/opt/ml/input/data/train/images/001433_male_Asian_52/normal.jpg,0
4965,7,0,1,1,/opt/ml/input/data/train/images/001433_male_Asian_52/incorrect_mask.jpg,0
4966,1,0,1,0,/opt/ml/input/data/train/images/001433_male_Asian_52/mask3.jpg,0
4967,1,0,1,0,/opt/ml/input/data/train/images/001433_male_Asian_52/mask1.jpg,0
4968,1,0,1,0,/opt/ml/input/data/train/images/001433_male_Asian_52/mask2.jpg,0
4969,1,0,1,0,/opt/ml/input/data/train/images/001433_male_Asian_52/mask5.jpg,0
4970,1,0,1,0,/opt/ml/input/data/train/images/001436_male_Asian_57/mask4.jpg,0
4971,13,0,1,2,/opt/ml/input/data/train/images/001436_male_Asian_57/normal.jpg,0
4972,7,0,1,1,/opt/ml/input/data/train/images/001436_male_Asian_57/incorrect_mask.jpg,0
4973,1,0,1,0,/opt/ml/input/data/train/images/001436_male_Asian_57/mask3.jpg,0
4974,1,0,1,0,/opt/ml/input/data/train/images/001436_male_Asian_57/mask1.jpg,0
4975,1,0,1,0,/opt/ml/input/data/train/images/001436_male_Asian_57/mask2.jpg,0
4976,1,0,1,0,/opt/ml/input/data/train/images/001436_male_Asian_57/mask5.jpg,0
4977,1,0,1,0,/opt/ml/input/data/train/images/001439_male_Asian_58/mask4.jpg,0
4978,13,0,1,2,/opt/ml/input/data/train/images/001439_male_Asian_58/normal.jpg,0
4979,7,0,1,1,/opt/ml/input/data/train/images/001439_male_Asian_58/incorrect_mask.jpg,0
4980,1,0,1,0,/opt/ml/input/data/train/images/001439_male_Asian_58/mask3.jpg,0
4981,1,0,1,0,/opt/ml/input/data/train/images/001439_male_Asian_58/mask1.jpg,0
4982,1,0,1,0,/opt/ml/input/data/train/images/001439_male_Asian_58/mask2.jpg,0
4983,1,0,1,0,/opt/ml/input/data/train/images/001439_male_Asian_58/mask5.jpg,0
4984,4,1,1,0,/opt/ml/input/data/train/images/001441_female_Asian_54/mask4.jpg,0
4985,16,1,1,2,/opt/ml/input/data/train/images/001441_female_Asian_54/normal.jpg,0
4986,10,1,1,1,/opt/ml/input/data/train/images/001441_female_Asian_54/incorrect_mask.jpg,0
4987,4,1,1,0,/opt/ml/input/data/train/images/001441_female_Asian_54/mask3.jpg,0
4988,4,1,1,0,/opt/ml/input/data/train/images/001441_female_Asian_54/mask1.jpg,0
4989,4,1,1,0,/opt/ml/input/data/train/images/001441_female_Asian_54/mask2.jpg,0
4990,4,1,1,0,/opt/ml/input/data/train/images/001441_female_Asian_54/mask5.jpg,0
4991,4,1,1,0,/opt/ml/input/data/train/images/001442_female_Asian_43/mask4.jpg,0
4992,16,1,1,2,/opt/ml/input/data/train/images/001442_female_Asian_43/normal.jpg,0
4993,10,1,1,1,/opt/ml/input/data/train/images/001442_female_Asian_43/incorrect_mask.jpg,0
4994,4,1,1,0,/opt/ml/input/data/train/images/001442_female_Asian_43/mask3.jpg,0
4995,4,1,1,0,/opt/ml/input/data/train/images/001442_female_Asian_43/mask1.jpg,0
4996,4,1,1,0,/opt/ml/input/data/train/images/001442_female_Asian_43/mask2.jpg,0
4997,4,1,1,0,/opt/ml/input/data/train/images/001442_female_Asian_43/mask5.jpg,0
4998,4,1,1,0,/opt/ml/input/data/train/images/001443_female_Asian_45/mask4.jpg,0
4999,16,1,1,2,/opt/ml/input/data/train/images/001443_female_Asian_45/normal.jpg,0
5000,10,1,1,1,/opt/ml/input/data/train/images/001443_female_Asian_45/incorrect_mask.jpg,0
5001,4,1,1,0,/opt/ml/input/data/train/images/001443_female_Asian_45/mask3.jpg,0
5002,4,1,1,0,/opt/ml/input/data/train/images/001443_female_Asian_45/mask1.jpg,0
5003,4,1,1,0,/opt/ml/input/data/train/images/001443_female_Asian_45/mask2.jpg,0
5004,4,1,1,0,/opt/ml/input/data/train/images/001443_female_Asian_45/mask5.jpg,0
5005,2,0,2,0,/opt/ml/input/data/train/images/001444_male_Asian_60/mask4.jpg,0
5006,14,0,2,2,/opt/ml/input/data/train/images/001444_male_Asian_60/normal.jpg,0
5007,8,0,2,1,/opt/ml/input/data/train/images/001444_male_Asian_60/incorrect_mask.jpg,0
5008,2,0,2,0,/opt/ml/input/data/train/images/001444_male_Asian_60/mask3.jpg,0
5009,2,0,2,0,/opt/ml/input/data/train/images/001444_male_Asian_60/mask1.jpg,0
5010,2,0,2,0,/opt/ml/input/data/train/images/001444_male_Asian_60/mask2.jpg,0
5011,2,0,2,0,/opt/ml/input/data/train/images/001444_male_Asian_60/mask5.jpg,0
5012,1,0,1,0,/opt/ml/input/data/train/images/001445_male_Asian_57/mask4.jpg,0
5013,13,0,1,2,/opt/ml/input/data/train/images/001445_male_Asian_57/normal.jpg,0
5014,7,0,1,1,/opt/ml/input/data/train/images/001445_male_Asian_57/incorrect_mask.jpg,0
5015,1,0,1,0,/opt/ml/input/data/train/images/001445_male_Asian_57/mask3.jpg,0
5016,1,0,1,0,/opt/ml/input/data/train/images/001445_male_Asian_57/mask1.jpg,0
5017,1,0,1,0,/opt/ml/input/data/train/images/001445_male_Asian_57/mask2.jpg,0
5018,1,0,1,0,/opt/ml/input/data/train/images/001445_male_Asian_57/mask5.jpg,0
5019,4,1,1,0,/opt/ml/input/data/train/images/001449_female_Asian_51/mask4.jpg,0
5020,16,1,1,2,/opt/ml/input/data/train/images/001449_female_Asian_51/normal.jpg,0
5021,10,1,1,1,/opt/ml/input/data/train/images/001449_female_Asian_51/incorrect_mask.jpg,0
5022,4,1,1,0,/opt/ml/input/data/train/images/001449_female_Asian_51/mask3.jpg,0
5023,4,1,1,0,/opt/ml/input/data/train/images/001449_female_Asian_51/mask1.jpg,0
5024,4,1,1,0,/opt/ml/input/data/train/images/001449_female_Asian_51/mask2.jpg,0
5025,4,1,1,0,/opt/ml/input/data/train/images/001449_female_Asian_51/mask5.jpg,0
5026,4,1,1,0,/opt/ml/input/data/train/images/001450_female_Asian_50/mask4.jpg,0
5027,16,1,1,2,/opt/ml/input/data/train/images/001450_female_Asian_50/normal.jpg,0
5028,10,1,1,1,/opt/ml/input/data/train/images/001450_female_Asian_50/incorrect_mask.jpg,0
5029,4,1,1,0,/opt/ml/input/data/train/images/001450_female_Asian_50/mask3.jpg,0
5030,4,1,1,0,/opt/ml/input/data/train/images/001450_female_Asian_50/mask1.jpg,0
5031,4,1,1,0,/opt/ml/input/data/train/images/001450_female_Asian_50/mask2.jpg,0
5032,4,1,1,0,/opt/ml/input/data/train/images/001450_female_Asian_50/mask5.jpg,0
5033,4,1,1,0,/opt/ml/input/data/train/images/001451_female_Asian_52/mask4.jpg,0
5034,16,1,1,2,/opt/ml/input/data/train/images/001451_female_Asian_52/normal.jpg,0
5035,10,1,1,1,/opt/ml/input/data/train/images/001451_female_Asian_52/incorrect_mask.jpg,0
5036,4,1,1,0,/opt/ml/input/data/train/images/001451_female_Asian_52/mask3.jpg,0
5037,4,1,1,0,/opt/ml/input/data/train/images/001451_female_Asian_52/mask1.jpg,0
5038,4,1,1,0,/opt/ml/input/data/train/images/001451_female_Asian_52/mask2.jpg,0
5039,4,1,1,0,/opt/ml/input/data/train/images/001451_female_Asian_52/mask5.jpg,0
5040,1,0,1,0,/opt/ml/input/data/train/images/001452_male_Asian_56/mask4.jpg,0
5041,13,0,1,2,/opt/ml/input/data/train/images/001452_male_Asian_56/normal.jpg,0
5042,7,0,1,1,/opt/ml/input/data/train/images/001452_male_Asian_56/incorrect_mask.jpg,0
5043,1,0,1,0,/opt/ml/input/data/train/images/001452_male_Asian_56/mask3.jpg,0
5044,1,0,1,0,/opt/ml/input/data/train/images/001452_male_Asian_56/mask1.jpg,0
5045,1,0,1,0,/opt/ml/input/data/train/images/001452_male_Asian_56/mask2.jpg,0
5046,1,0,1,0,/opt/ml/input/data/train/images/001452_male_Asian_56/mask5.jpg,0
5047,1,0,1,0,/opt/ml/input/data/train/images/001453_male_Asian_56/mask4.jpg,0
5048,13,0,1,2,/opt/ml/input/data/train/images/001453_male_Asian_56/normal.jpg,0
5049,7,0,1,1,/opt/ml/input/data/train/images/001453_male_Asian_56/incorrect_mask.jpg,0
5050,1,0,1,0,/opt/ml/input/data/train/images/001453_male_Asian_56/mask3.jpg,0
5051,1,0,1,0,/opt/ml/input/data/train/images/001453_male_Asian_56/mask1.jpg,0
5052,1,0,1,0,/opt/ml/input/data/train/images/001453_male_Asian_56/mask2.jpg,0
5053,1,0,1,0,/opt/ml/input/data/train/images/001453_male_Asian_56/mask5.jpg,0
5054,4,1,1,0,/opt/ml/input/data/train/images/001454_female_Asian_49/mask4.jpg,0
5055,16,1,1,2,/opt/ml/input/data/train/images/001454_female_Asian_49/normal.jpg,0
5056,10,1,1,1,/opt/ml/input/data/train/images/001454_female_Asian_49/incorrect_mask.jpg,0
5057,4,1,1,0,/opt/ml/input/data/train/images/001454_female_Asian_49/mask3.jpg,0
5058,4,1,1,0,/opt/ml/input/data/train/images/001454_female_Asian_49/mask1.jpg,0
5059,4,1,1,0,/opt/ml/input/data/train/images/001454_female_Asian_49/mask2.jpg,0
5060,4,1,1,0,/opt/ml/input/data/train/images/001454_female_Asian_49/mask5.jpg,0
5061,5,1,2,0,/opt/ml/input/data/train/images/001455_female_Asian_60/mask4.jpg,1
5062,17,1,2,2,/opt/ml/input/data/train/images/001455_female_Asian_60/normal.jpg,1
5063,11,1,2,1,/opt/ml/input/data/train/images/001455_female_Asian_60/incorrect_mask.jpg,1
5064,5,1,2,0,/opt/ml/input/data/train/images/001455_female_Asian_60/mask3.jpg,-100
5065,5,1,2,0,/opt/ml/input/data/train/images/001455_female_Asian_60/mask1.jpg,-100
5066,5,1,2,0,/opt/ml/input/data/train/images/001455_female_Asian_60/mask2.jpg,-100
5067,5,1,2,0,/opt/ml/input/data/train/images/001455_female_Asian_60/mask5.jpg,-100
5068,1,0,1,0,/opt/ml/input/data/train/images/001456_male_Asian_57/mask4.jpg,0
5069,13,0,1,2,/opt/ml/input/data/train/images/001456_male_Asian_57/normal.jpg,0
5070,7,0,1,1,/opt/ml/input/data/train/images/001456_male_Asian_57/incorrect_mask.jpg,0
5071,1,0,1,0,/opt/ml/input/data/train/images/001456_male_Asian_57/mask3.jpg,0
5072,1,0,1,0,/opt/ml/input/data/train/images/001456_male_Asian_57/mask1.jpg,0
5073,1,0,1,0,/opt/ml/input/data/train/images/001456_male_Asian_57/mask2.jpg,0
5074,1,0,1,0,/opt/ml/input/data/train/images/001456_male_Asian_57/mask5.jpg,0
5075,1,0,1,0,/opt/ml/input/data/train/images/001457_male_Asian_59/mask4.jpg,1
5076,13,0,1,2,/opt/ml/input/data/train/images/001457_male_Asian_59/normal.jpg,1
5077,7,0,1,1,/opt/ml/input/data/train/images/001457_male_Asian_59/incorrect_mask.jpg,1
5078,1,0,1,0,/opt/ml/input/data/train/images/001457_male_Asian_59/mask3.jpg,-100
5079,1,0,1,0,/opt/ml/input/data/train/images/001457_male_Asian_59/mask1.jpg,-100
5080,1,0,1,0,/opt/ml/input/data/train/images/001457_male_Asian_59/mask2.jpg,-100
5081,1,0,1,0,/opt/ml/input/data/train/images/001457_male_Asian_59/mask5.jpg,-100
5082,4,1,1,0,/opt/ml/input/data/train/images/001458_female_Asian_58/mask4.jpg,0
5083,16,1,1,2,/opt/ml/input/data/train/images/001458_female_Asian_58/normal.jpg,0
5084,10,1,1,1,/opt/ml/input/data/train/images/001458_female_Asian_58/incorrect_mask.jpg,0
5085,4,1,1,0,/opt/ml/input/data/train/images/001458_female_Asian_58/mask3.jpg,0
5086,4,1,1,0,/opt/ml/input/data/train/images/001458_female_Asian_58/mask1.jpg,0
5087,4,1,1,0,/opt/ml/input/data/train/images/001458_female_Asian_58/mask2.jpg,0
5088,4,1,1,0,/opt/ml/input/data/train/images/001458_female_Asian_58/mask5.jpg,0
5089,5,1,2,0,/opt/ml/input/data/train/images/001459_female_Asian_60/mask4.jpg,0
5090,17,1,2,2,/opt/ml/input/data/train/images/001459_female_Asian_60/normal.jpg,0
5091,11,1,2,1,/opt/ml/input/data/train/images/001459_female_Asian_60/incorrect_mask.jpg,0
5092,5,1,2,0,/opt/ml/input/data/train/images/001459_female_Asian_60/mask3.jpg,0
5093,5,1,2,0,/opt/ml/input/data/train/images/001459_female_Asian_60/mask1.jpg,0
5094,5,1,2,0,/opt/ml/input/data/train/images/001459_female_Asian_60/mask2.jpg,0
5095,5,1,2,0,/opt/ml/input/data/train/images/001459_female_Asian_60/mask5.jpg,0
5096,4,1,1,0,/opt/ml/input/data/train/images/001460_female_Asian_58/mask4.jpg,0
5097,16,1,1,2,/opt/ml/input/data/train/images/001460_female_Asian_58/normal.jpg,0
5098,10,1,1,1,/opt/ml/input/data/train/images/001460_female_Asian_58/incorrect_mask.jpg,0
5099,4,1,1,0,/opt/ml/input/data/train/images/001460_female_Asian_58/mask3.jpg,0
5100,4,1,1,0,/opt/ml/input/data/train/images/001460_female_Asian_58/mask1.jpg,0
5101,4,1,1,0,/opt/ml/input/data/train/images/001460_female_Asian_58/mask2.jpg,0
5102,4,1,1,0,/opt/ml/input/data/train/images/001460_female_Asian_58/mask5.jpg,0
5103,4,1,1,0,/opt/ml/input/data/train/images/001461_female_Asian_50/mask4.jpg,0
5104,16,1,1,2,/opt/ml/input/data/train/images/001461_female_Asian_50/normal.jpg,0
5105,10,1,1,1,/opt/ml/input/data/train/images/001461_female_Asian_50/incorrect_mask.jpg,0
5106,4,1,1,0,/opt/ml/input/data/train/images/001461_female_Asian_50/mask3.jpg,0
5107,4,1,1,0,/opt/ml/input/data/train/images/001461_female_Asian_50/mask1.jpg,0
5108,4,1,1,0,/opt/ml/input/data/train/images/001461_female_Asian_50/mask2.jpg,0
5109,4,1,1,0,/opt/ml/input/data/train/images/001461_female_Asian_50/mask5.jpg,0
5110,1,0,1,0,/opt/ml/input/data/train/images/001462_male_Asian_56/mask4.jpg,0
5111,13,0,1,2,/opt/ml/input/data/train/images/001462_male_Asian_56/normal.jpg,0
5112,7,0,1,1,/opt/ml/input/data/train/images/001462_male_Asian_56/incorrect_mask.jpg,0
5113,1,0,1,0,/opt/ml/input/data/train/images/001462_male_Asian_56/mask3.jpg,0
5114,1,0,1,0,/opt/ml/input/data/train/images/001462_male_Asian_56/mask1.jpg,0
5115,1,0,1,0,/opt/ml/input/data/train/images/001462_male_Asian_56/mask2.jpg,0
5116,1,0,1,0,/opt/ml/input/data/train/images/001462_male_Asian_56/mask5.jpg,0
5117,2,0,2,0,/opt/ml/input/data/train/images/001464_male_Asian_60/mask4.jpg,0
5118,14,0,2,2,/opt/ml/input/data/train/images/001464_male_Asian_60/normal.jpg,0
